bus_name,bus_number,stop,time,
RED HILLS 2,48,VIJAYALAKSHMIPURAM,6.15 A.M,
RED HILLS 2,48,COLLEGE,7.15 A.M,
RED HILLS 3,49,ORAGADAM BUS STOP,6.15 A.M,
RED HILLS 3,49,RAKKI THEATRE,6.20 A.M,
RED HILLS 3,49,STEDEFORD HOSPITAL,6.20 A.M,
RED HILLS 3,49,SARASWATHI NAGAR,6.20 A.M,
RED HILLS 3,49,MANIKANDAPURAM  & MANGALAM PETROL BUNK,6.25 A.M,
RED HILLS 3,49,THIRUMULLAIVOYAL,6.25 A.M,
RED HILLS 3,49,COLLEGE,7.15 A.M,
MUTHA PUDUPETTAI,50,MUTHA PUDUPETTAI,6.00  a.m.,
MUTHA PUDUPETTAI,50,KV SCHOOL,"6.05 a,m,",
MUTHA PUDUPETTAI,50,CRPF (RG NAGAR),6.10 a.m.,
MUTHA PUDUPETTAI,50,BRINDAVANA NAGAR,6.10 a.m.,
MUTHA PUDUPETTAI,50,AVADI RAMARATHNA,6.20 a.m,
MUTHA PUDUPETTAI,50,COLLEGE,7.15.a.m,
VEERAPURAM,51,VEERAPURAM CAMP,6.10  a.m.,
VEERAPURAM,51,VEERAPURAM BUS STAND,"6.15 a,m,",
VEERAPURAM,51,MORAI BUS STAND,6.20 a.m.,
VEERAPURAM,51,NEW COLONY,6.22 a.m.,
VEERAPURAM,51,ANNA NAGAR BUS STAND,6.25 a.m,
VEERAPURAM,51,VELTECH JUNCTION,6.25 a.m.,
VEERAPURAM,51,KANNADAPALAYAM JUNCTION,6.30 a.m.,
VEERAPURAM,51,KOIL PATHAGAI,6.35 a.m.,
VEERAPURAM,51,AJAY STADIUM,6.35 a.m.,
VEERAPURAM,51,COLLEGE,7.15.a.m,
AVADI,52,AVADI CHECK POST,6.20  a.m.,
AVADI,52,AVADI RAMARATHNA,"6.25 a,m,",
AVADI,52,KANNIGAPURAM,6.25 a.m.,
AVADI,52,MARKET,6.30 a.m.,
AVADI,52,OM SAKTHI KOIL,6.35 a.m,
AVADI,52,VASANTHAM NAGAR,6.35 a.m.,
AVADI,52,MOORTHY NAGAR,6.40 a.m.,
AVADI,52,KOVARTHANAGIRI,6.40 a.m.,
AVADI,52,IYYANKULAM,6.40 a.m.,
AVADI,52,PARIVAKKAM,6.45 a.m,
AVADI,52,KADUVETTY PETROL BUNK,6.50 a.m.,
AVADI,52,VETHILAI THOTTAM,6.55 a.m.,
AVADI,52,COLLEGE,7.15.a.m,
AMBATTUR ,53,AMBATTUR O.T,6.20 a.m,
AMBATTUR ,53,CANARA BANK,6.20 a.m,
AMBATTUR ,53,"DUNLOP , POLICE STATION",6.25 a.m,
AMBATTUR ,53,TI COMPANY,6.25 a.m,
AMBATTUR ,53,TELEPHONE EXCHANGE,6.30 a.m,
AMBATTUR ,53,AYYANAMPAAKAM,6.30 a.m,
AMBATTUR ,53,MEL AYYANAMPAKKAM,6.35 a.m,
AMBATTUR ,53,SREE VAARI,6.40 a.m,
AMBATTUR ,53,MEEN MARKET,6.45 a.m,
AMBATTUR ,53,VELAPPAN SAVADI,6.50 a.m,
AMBATTUR ,53,COLLEGE,7.15 a.m,
CHINMAYA NAGAR,54,CHINMAYA NAGAR,6.10 a.m,
CHINMAYA NAGAR,54,SAI NAGAR,6.10 a.m,
CHINMAYA NAGAR,54,NATESAN NAGAR,6.12 a.m,
CHINMAYA NAGAR,54,ELANGO NAGAR,6.15 a.m,
CHINMAYA NAGAR,54,AVM COLLEGE,6.18 a.m,
CHINMAYA NAGAR,54,AVICHI SCHOOL,6.20 a.m,
CHINMAYA NAGAR,54,COLLEGE,7.15 a.m,
AVICHI ,55,AVICHI SCHOOL,6.15 a.m,
AVICHI ,55,VIRUGAMBAKKAM,6.20 a.m,
AVICHI ,55,ALWAR THIRU NAGAR,6.25 a.m,
AVICHI ,55,APPU HOTEL,6.25 a.m,
AVICHI ,55,KESAVARTHINI,6.27 a.m,
AVICHI ,55,VALASARAVAKKAM,6.30 a.m,
AVICHI ,55,JAI GARDEN,6.30 a.m,
AVICHI ,55,LAKSHMI NAGAR,6.35 a.m,
AVICHI ,55,COLLEGE,7.15 a.m,
WEST SAIDAPET,56,WEST SAIDAPET,6.00 a.m,
WEST SAIDAPET,56,JAYARAJ THEATRE,6.00 a.m,
WEST SAIDAPET,56,MATHOPU SCHOOL,6.05 a.m,
WEST SAIDAPET,56,MARKET,6.05 a.m,
WEST SAIDAPET,56,PILLAIYAR KOVIL,6.10 a.m,
WEST SAIDAPET,56,ESI,6.12 a.m,
WEST SAIDAPET,56,VELAKANNI SCHOOL,6.12 a.m,
WEST SAIDAPET,56,SIVA PARK,6.15 a.m,
WEST SAIDAPET,56,CANARA BANK,6.15 a.m,
WEST SAIDAPET,56,TANK,6.15 a.m,
WEST SAIDAPET,56,IYYAPPAN KOVIL,6.20 a.m,
WEST SAIDAPET,56,PONDYCHERRY GUEST HOUSE,6.20 a.m,
WEST SAIDAPET,56,COLLEGE,7.15 a.m,
AMBAL NAGAR,57,AMBAL NAGAR,6.00 a.m,
AMBAL NAGAR,57,JAYA T V,6.00 a.m,
AMBAL NAGAR,57,KASI THEATRE,6.05 a.m,
AMBAL NAGAR,57,ESI,6.05 a.m,
AMBAL NAGAR,57,M G R NAGAR,6.08 a.m,
AMBAL NAGAR,57,NESAPAKKAM,6.10 a.m,
AMBAL NAGAR,57,K K NAGAR R T O OFFICE,6.15 a.m,
AMBAL NAGAR,57,COLLEGE,7.15 a.m,
WEST MAMBALAM,58,SRM,6.00 A.M,
WEST MAMBALAM,58,AYODHYA MANDAPAM,6.05 A.M,
WEST MAMBALAM,58,GRT SCHOOL,6.10 A.M,
WEST MAMBALAM,58,ASHOK NAGAR  P S,6.15 A.M,
WEST MAMBALAM,58,LAKSHMAN SRUTHI,6.20 A.M,
WEST MAMBALAM,58,KAMALA THEATRE,6.20 A.M,
WEST MAMBALAM,58,VADAPALANI BUS STAND,6.25 A.M,
WEST MAMBALAM,58,AVACHI SCHOOL,6.25 A.M,
WEST MAMBALAM,58,COLLEGE,7.15 A.M,
RAJAKILPAKKAM,59,RAJAKILPAKKAM,5.30 A.M,
RAJAKILPAKKAM,59,RAJAKILPAKKAM  SIGNAL,5.40 A.M,
RAJAKILPAKKAM,59,KAMARAJAPURAM,5.45 A.M,
RAJAKILPAKKAM,59,SEMBABAKKAM,5.45 A.M,
RAJAKILPAKKAM,59,SANTHOSHAPURAM,5.50 A.M,
RAJAKILPAKKAM,59,SANTHOSHAPURAM KOOT ROAD,5.50 A.M,
RAJAKILPAKKAM,59,VELLAKALU,5.55 A.M,
RAJAKILPAKKAM,59,KOVILAMBAKKAM,5.55 A.M,
RAJAKILPAKKAM,59,ECHANKADU,6.00 A.M,
RAJAKILPAKKAM,59,KEELKATTALAI,6.00 A.M,
RAJAKILPAKKAM,59,U T I,6.05 A.M,
RAJAKILPAKKAM,59,MADIPAKKAM KOOT ROAD,6.05 A.M,
RAJAKILPAKKAM,59,KUMARAN THEATRE,6.10 A.M,
RAJAKILPAKKAM,59,OIL MILL,6.10 A.M,
RAJAKILPAKKAM,59,VANUVAMPET CHURCH,6.10 A.M,
RAJAKILPAKKAM,59,NANGANALLUR,6.15 A.M,
RAJAKILPAKKAM,59,PAZHAVANTHANGAL SUBWAY,6.20 A.M,
RAJAKILPAKKAM,59,COLLEGE,7.15 A.M,
CAMP ROAD,60,BHARATH COLLEGE,5.50 A.M,
CAMP ROAD,60,CAMP ROAD,5.55 A.M,
CAMP ROAD,60,SELAIYUR,6.00 A.M,
CAMP ROAD,60,POONDI BAZAAR,6.00 A.M,
CAMP ROAD,60,SANTORIUM,6.05 A.M,
CAMP ROAD,60,CHITLAPAKKAM,6.10 A.M,
CAMP ROAD,60,M I T BRIDGE,6.10 A.M,
CAMP ROAD,60,CHROMPET,6.15 A.M,
CAMP ROAD,60,PALLAVARAM,6.20 A.M,
CAMP ROAD,60,MEENABAKKAM,6.25 A.M,
CAMP ROAD,60,CEMENT ROAD,6.25 A.M,
CAMP ROAD,60,GUINDY &ALANDUR,6.30 A.M,
CAMP ROAD,60,COLLEGE,7.15 A.M,
MEDAVAKKAM,61,MEDAVAKKAM,5.50 A.M,
MEDAVAKKAM,61,JAYACHANDRAN,5.55 A.M,
MEDAVAKKAM,61,OIL MILL,6.00 A.M,
MEDAVAKKAM,61,PALLIKARANAI,6.05 A.M,
MEDAVAKKAM,61,GANGAI AMMAN KOVIL,6.10 A.M,
MEDAVAKKAM,61,DENTAL COLLEGE,6.15 A.M,
MEDAVAKKAM,61,NARAYANAPURAM,6.15 A.M,
MEDAVAKKAM,61,KAMATCHI HOSPITAL,6.20 A.M,
MEDAVAKKAM,61,BALAJI NAGAR,6.25 A.M,
MEDAVAKKAM,61,COLLEGE,7.15 A.M,
PERUMBAKKAM,62,PERUMBAKKAM,5.30 A.M,
PERUMBAKKAM,62,KAALAPAKKAM HOSPITAL,5.40 A.M,
PERUMBAKKAM,62,SHOLINGANALLUR,5.45 A.M,
PERUMBAKKAM,62,KARAPAKKAM,5.50 A.M,
PERUMBAKKAM,62,OKIYAPETTAI,5.52 A.M,
PERUMBAKKAM,62,JAIN COLLEGE,5.55 A.M,
PERUMBAKKAM,62,DUARIPAKKAM,5.55 A.M,
PERUMBAKKAM,62,KANDANCHAVADI,5.56 A.M,
PERUMBAKKAM,62,TARAMANI,5.57 A.M,
PERUMBAKKAM,62,BOPI NAGAR,5.58 A.M,
PERUMBAKKAM,62,PUZHUTHIVAKKAM,6.00 A.M,
PERUMBAKKAM,62,BRINDAVANAM NAGAR,6.03 A.M,
PERUMBAKKAM,62,ADAMBAKKAM,6.05 A.M,
PERUMBAKKAM,62,N G O COLONY,6.10 A.M,
PERUMBAKKAM,62,THILLAI GANGA NAGAR SUB WAY,6.20 A.M,
PERUMBAKKAM,62,COLLEGE,7.15 A.M,
Thiruporur,63,CHEGAN MAL,5.10 A.M,
Thiruporur,63,THALAMBUR,5.20 A.M,
Thiruporur,63,ONDIYAMPAKKAM,5.25 A.M,
Thiruporur,63,SITHALAPAKKAM,5.35 A.M,
Thiruporur,63,OIL MILL,5.50 A.M,
Thiruporur,63,SAIBABA KOVIL,5.55 A.M,
Thiruporur,63,PONIYAMMAN KOVIL,6.10 A.M,
Thiruporur,63,RAM NAGAR,6.12 A.M,
Thiruporur,63,KAIVELAI,6.15 A.M,
Thiruporur,63,VIJAYA NAGAR,6.17 A.M,
Thiruporur,63,MURUGAN KALYANA MANDAPAM,6.20 A.M,
Thiruporur,63,GURUNANAK COLLEGE,6.22 A.M,
Thiruporur,63,PHOENIX MALL,6.25 A.M,
Thiruporur,63,CHECK POST,6.30 A.M,
Thiruporur,63,MADUVAKARAI BRIDGE,6.35 A.M,
Thiruporur,63,COLLEGE,7.15 A.M,
PADAPPAI 1,64,POZHICHALUR,6.30 A.M,
PADAPPAI 1,64,MADHA KOVIL,6.40 A.M,
PADAPPAI 1,64,RETTA PILLAYAR KOVIL,6.45 A.M,
PADAPPAI 1,64,THEATRE,6.45 A.M,
PADAPPAI 1,64,AMBETHKAR SILAI,6.50 A.M,
PADAPPAI 1,64,ANAKAPUTHUR BUS STAND,6.55 A.M,
PADAPPAI 1,64,METHA NAGAR,6.58 A.M,
PADAPPAI 1,64,KUNDRATHUR,7.05 A.M,
PADAPPAI 1,64,COLLEGE,7.15 A.M,
PADAPPAI 2,65,PADAPPAI,5.50 a.m,
PADAPPAI 2,65,MANNIVAKKAM,6.00 a.m,
PADAPPAI 2,65,MUDICHUR,6.10 a.m,
PADAPPAI 2,65,PERUGALATHUR (OLD),6.15 a.m,
PADAPPAI 2,65,SUNNAMBU KALVAI,6.15 a.m,
PADAPPAI 2,65,KRISHNA NAGAR,6.20 a.m,
PADAPPAI 2,65,TAMBARAM DEPOT,6.25 a.m,
PADAPPAI 2,65,SARAVANA STORE,6.30 a.m,
PADAPPAI 2,65,PALLAVARAM,6.35 a.m,
PADAPPAI 2,65,PAMMAL,6.40 a.m,
PADAPPAI 2,65,ANAGAPUTHUR,6.45 a.m,
PADAPPAI 2,65,AANDAN KUPPAM,6.50 a.m,
PADAPPAI 2,65,COLLEGE,7.15 a.m,
MADURANTHAKAM,66,,5.30 a.m.,
MADURANTHAKAM,66,KARUNGUZHI,5.40 a.m.,
MADURANTHAKAM,66,KAKILAPETTAI,5.45 a.m.,
MADURANTHAKAM,66,PADALAM,5.50 a.m.,
MADURANTHAKAM,66,PUKKATHDURAI,5.55 a.m.,
MADURANTHAKAM,66,CHENGALPET,6.00 a.m.,
MADURANTHAKAM,66,CHENGALPET CHECK POST,6.00 a.m.,
MADURANTHAKAM,66,VANDALUR,6.50 a.m.,
MADURANTHAKAM,66,COLLEGE,7.15.a.m,
POZHICHALUR,67,POZHICHALUR,6.30 a.m,
POZHICHALUR,67,PAMMAL,6.40 a.m,
POZHICHALUR,67,AMMAN KOVIL,6.45 a.m,
POZHICHALUR,67,ANAKAPUTHUR,6.50 a.m,
POZHICHALUR,67,ANDAL KUPPAM,6. 55 a.m,
POZHICHALUR,67,COLLEGE,7.15 a.m,
CHENGALPET,68,GOVERMENT HOSPITAL,5.55 a.m.,
CHENGALPET,68,RATTINA KINARU,6.00 a.m.,
CHENGALPET,68,BUS STAND,6.05 a.m.,
CHENGALPET,68,IYYAPPAN KOVIL,6.10 a.m..,
CHENGALPET,68,MAHENDRA CITY,6.15 a.m.,
CHENGALPET,68,SINGAPERUMAL  KOIL,6.20 a.m.,
CHENGALPET,68,MARAIMALAI NAGAR,6.25 a.m.,
CHENGALPET,68,KATTANKULATHUR,6.25 a.m.,
CHENGALPET,68,SRM,6.30 a.m.,
CHENGALPET,68,GUDUVANCHERY,6.35 a.m.,
CHENGALPET,68,URAPAKKAM,6.40 a.m.,
CHENGALPET,68,VANDALUR,6.45 a.m.,
CHENGALPET,68,MANNIVAKKAM,6.50 a.m.,
CHENGALPET,68,COLLEGE,7.15.a.m,
GUDUVANCHERI,69,URAPAKKAM TEA SHOP,6.30 a.m.,
GUDUVANCHERI,69,VANDALUR GATE,6.35 a.m.,
GUDUVANCHERI,69,PERUNGALATHUR,6.35 a.m.,
GUDUVANCHERI,69,ARIE KARAI,6.35 a.m..,
GUDUVANCHERI,69,COCO COLA,6.40 a.m..,
GUDUVANCHERI,69,IRUMBULIYUR,6.40 a.m..,
GUDUVANCHERI,69,HINDHU MISSION HOSPITAL,6.45 a.m.,
GUDUVANCHERI,69,KADAPERI  R T O,6.50 a.m..,
GUDUVANCHERI,69,MADURAVOYAL TAMBARAM BYE PASS,6.50 a.m..,
GUDUVANCHERI,69,BYE PASS,6.50 a.m..,
GUDUVANCHERI,69,COLLEGE,7.15.a.m,
AMARAMBEDU,70,AMARAMBEDU,6.00.A.M,
AMARAMBEDU,70,SAKTHI NAGAR CROSS ROAD,6.10.A.M,
AMARAMBEDU,70,PERIYAR NAGAR,6.10.A.M,
AMARAMBEDU,70,NANDAMBAKKAM,6.15.A.M,
AMARAMBEDU,70,SIRUKALTHUR,6.20.A.M,
AMARAMBEDU,70,MADHA COLLEGE,6.25.A.M,
AMARAMBEDU,70,KUNDRATHUR BUS STOP,6.30.A.M,
AMARAMBEDU,70,KUNDRATHUR THERADI,6.30.A.M,
AMARAMBEDU,70,NALROAD,6.35.A.M,
AMARAMBEDU,70,SIVANTHANGAL,6.35.A.M,
AMARAMBEDU,70,SIKRAYAPURAM,6.35.A.M,
AMARAMBEDU,70,SRI MUTHURKUMARAN COLLEGE,6.40.A.M,
AMARAMBEDU,70,PATHUR KOAT ROAD,6.40.A.M,
AMARAMBEDU,70,MANGADU  PERUMAL KOVIL,6.45.A.M,
AMARAMBEDU,70,GANGAI AMMAN KOIL,6.50.A.M,
AMARAMBEDU,70,M G R SILAI,6.55.A.M,
AMARAMBEDU,70,COLLEGE,7.15.A.M,
BAI KADAI,71,MOONDRAM KATTALAI,6.15 a.m,
BAI KADAI,71,MADHA COLLEGE,6.15 a.m,
BAI KADAI,71,KOVUR,6.20 a.m,
BAI KADAI,71,KOVUR SCHOOL,6.22 a.m,
BAI KADAI,71,PERIYAPANICHERI,6.25 a.m,
BAI KADAI,71,KIRUGABAKKAM,6.27 a.m,
BAI KADAI,71,BAI KADAI,6.30 a.m,
BAI KADAI,71,MADHANANDAPURAM,6.30 a.m,
BAI KADAI,71,VIGNESHWARA,6.35 a.m,
BAI KADAI,71,PORUR,6.40 a.m,
BAI KADAI,71,COLLEGE,7.15 a.m,
PORUR,72,PORUR,6.30 A.M,
PORUR,72,RETEERI,6.35 A.M,
PORUR,72,IYYAPANTHANGAL,6.40 A.M,
PORUR,72,KATTUPAKKAM,6.45 A.M,
PORUR,72,KUMANANCHAVADI,6.50 A.M,
PORUR,72,ARAVIND EYE HOSPITAL,6.55 A.M,
PORUR,72,COLLEGE,7.15 A.M,
KARAYANCHAVADI,73,NOOMBAL X ROAD,6.50 A.M,
KARAYANCHAVADI,73,PETROL BUNK,6.50 A.M,
KARAYANCHAVADI,73,KARAYANCHAVADI,6.55 A.M,
KARAYANCHAVADI,73,EB,6.55 A.M,
KARAYANCHAVADI,73,SENNER KUPPAM MURUGAN TEMPLE,7.00 A.M,
KARAYANCHAVADI,73,GOLDEN APARTMENT,7.05 A.M,
KARAYANCHAVADI,73,COLLEGE,7.15 A.M,
AYYAPAKKAM 1,74,SUN PLUS COLLEGE,6.20 A.M,
AYYAPAKKAM 1,74,DAM,6.25 A.M,
AYYAPAKKAM 1,74,,6.30 A.M,
AYYAPAKKAM 1,74,GANESH BHAVAN,6.35 A.M,
AYYAPAKKAM 1,74,AARIKARAI,6.38 A.M,
AYYAPAKKAM 1,74,WATER TANK,6.40 A.M,
AYYAPAKKAM 1,74,V G N,6.42 A.M,
AYYAPAKKAM 1,74,THIRUVERKADU RATION SHOP,6.45 A.M,
AYYAPAKKAM 1,74,COLLEGE,7.15 A.M,
AYYAPAKKAM 2,75,SUNDARAM SUYAPURAM R M K,6.30 A.M,
AYYAPAKKAM 2,75,AYAPPAN MAADAM,6.35 A.M,
AYYAPAKKAM 2,75,THIRUVERKADU BUS STOP,6.40 A.M,
AYYAPAKKAM 2,75,THIRUVERKADU PETROL 2,6.45 A.M,
AYYAPAKKAM 2,75,V G N FLAT,6.50 A.M,
AYYAPAKKAM 2,75,PERUMAL AGARAM,6.55 A.M,
AYYAPAKKAM 2,75,A C S,7.00 A.M,
AYYAPAKKAM 2,75,COLLEGE,7.15 A.M,
KAVALCHERY,76,KAVALCHERY,6.30 A.M,
KAVALCHERY,76,SITHUKADU,6.35 A.M,
KAVALCHERY,76,VOYALANALLUR,6.40 A.M,
KAVALCHERY,76,PARIVAKKAM,6.45 A.M,
KAVALCHERY,76,PARIVAKKAM SIGNAL,6.50 A.M,
KAVALCHERY,76,POONAMALEE G R T,6.55 A.M,
KAVALCHERY,76,COLLEGE,7.15 A.M,
MEPPUR,77,MEPPUR BUS STAND,6.45 A.M,
MEPPUR,77,AGARAM MEL ROUNDANA,6.50 A.M,
MEPPUR,77,RATION KADAI,6.55 A.M,
MEPPUR,77,KIRUBA STORE SCHOOL STREET,7.00 A.M,
MEPPUR,77,RAMYA MEDICAL,7.05 A.M,
MEPPUR,77,SEKAR TEA KADAI,7.05  A.M.,
MEPPUR,77,R R THIRUMANA MANDABAM,7.05  A.M.,
MEPPUR,77,COLLEGE,7.15 A.M.,
